OriginalPaperDOI,OriginalPaperPubMedID,PMCID,XMLLINK,journal_nlm_ta,article_type,title,publication_year,keywords,mesh_terms,first_author_given_names,first_author_surname
10.1038/s41467-022-28533-z,35173169,PMC8850555,s3://pmc-oa-opendata/PMC8850555.1/PMC8850555.1.xml?md5=42c0b83d583e928ca56ca0ee47043896,Nat Commun,research-article,RETRACTED ARTICLE: Pharmacological perturbation of CXCL1 signaling alleviates neuropathogenesis in a model of HEVA71 infection,2022,Cell death in the nervous system | Pathogens | Viral infection,"Animals | Astrocytes / metabolism, virology | Cell Line | Central Nervous System Diseases / pathology, virology | Chemokine CXCL1 / metabolism | Disease Models, Animal | Enterovirus A, Human / metabolism | Female | HEK293 Cells | Hand, Foot and Mouth Disease / pathology, virology | Humans | MAP Kinase Signaling System / physiology | Mice | Mice, Inbred BALB C | Pyrimidines / pharmacology | Rats | Receptors, Interleukin-8B / metabolism | Severity of Illness Index | Sulfonamides / pharmacology",Saravanan,Gunaseelan
10.1098/rsob.160247,28077595,PMC5303272,s3://pmc-oa-opendata/PMC5303272.1/PMC5303272.1.xml?md5=59c55eb301c523f93266b9328faefd3c,Open Biol,research-article,Long non-coding RNA LINC00152 promotes gallbladder cancer metastasis and epithelial–mesenchymal transition by regulating HIF-1α via miR-138,2017,HIF-1α | epithelial–mesenchymal transition | gallbladder cancer | long non-coding RNA LINC00152 | metastasis | miR-138,"3' Untranslated Regions | Animals | Cell Line, Tumor | Cell Movement | Cell Proliferation | Epithelial-Mesenchymal Transition | Female | Gallbladder Neoplasms / genetics, pathology | Gene Expression Regulation, Neoplastic | Humans | Hypoxia-Inducible Factor 1, alpha Subunit / genetics | Male | Mice | MicroRNAs / genetics | Neoplasm Transplantation | Peritoneal Neoplasms / genetics, pathology, secondary | RNA, Long Noncoding / genetics | Survival Analysis | Up-Regulation",Qiang,Cai
10.1016/j.biopsych.2019.04.007,31178096,PMC6641997,s3://pmc-oa-opendata/PMC6641997.1/PMC6641997.1.xml?md5=09d9c6d3e9f9b35ad8dd723c60128015,Biol Psychiatry,research-article,Effects of L-DOPA Monotherapy on Psychomotor Speed and [11C]Raclopride Binding in High Risk Depressed Older Adults,2019,Gait speed | Late-life depression | Levodopa | Positron emission tomography | Processing speed | Raclopride,"Aged | Aged, 80 and over | Carbidopa / pharmacology | Corpus Striatum / drug effects, metabolism | Major Depressive Disorder / drug therapy | Dopamine / metabolism | Dopamine Antagonists / pharmacology | Drug Combinations | Female | Humans | Levodopa / pharmacology | Magnetic Resonance Imaging | Male | Middle Aged | New York | Positron-Emission Tomography | Raclopride / pharmacology | Receptors, Dopamine D2 / metabolism | Walking Speed",Bret R,Rutherford
10.1177/1533033820917978,32266860,PMC7144672,s3://pmc-oa-opendata/PMC7144672.1/PMC7144672.1.xml?md5=8f9b142378b82ce112edbb4b48a98c08,Technol Cancer Res Treat,research-article,MiR-19-3p Induces Tumor Cell Apoptosis via Targeting FAS in Rectal Cancer Cells,2020,FAS | apoptosis | cell proliferation | miR-19-3p | micro-RNA | rectal cancer cells,"Apoptosis / physiology | Biomarkers, Tumor / genetics | Cell Line, Tumor | Cell Movement / physiology | Cell Proliferation / physiology | Humans | MicroRNAs / genetics, metabolism | Rectal Neoplasms / genetics, metabolism, pathology | fas Receptor / genetics, metabolism",Ying-Feng,Su
10.1042/BSR20181196,30962271,PMC6499500,s3://pmc-oa-opendata/PMC6499500.1/PMC6499500.1.xml?md5=609a773ff17d10d4fefa028c200d27b8,Biosci Rep,research-article,miR-517a is up-regulated in glioma and promotes glioma tumorigenesis in vitro and in vivo,2019,apoptosis | glioma | invasion | miR-517a | migration | proliferation,"Adult | Aged | Animals | Apoptosis / genetics | Carcinogenesis / genetics | Cell Line, Tumor | Cell Movement / genetics | Cell Proliferation / genetics | Female | Gene Expression Regulation, Neoplastic / genetics | Glioma / genetics, pathology | Humans | Male | Mice | MicroRNAs / genetics | Middle Aged | Transcriptional Activation / genetics | Xenograft Model Antitumor Assays",Cheng-li,Du
10.2147/CMAR.S261979,33116856,PMC7567574,s3://pmc-oa-opendata/PMC7567574.1/PMC7567574.1.xml?md5=61d2835955e6684289ad0cd147921073,Cancer Manag Res,research-article,LncRNA MALAT1 Regulates the Progression and Cisplatin Resistance of Ovarian Cancer Cells via Modulating miR-1271-5p/E2F5 Axis,2020,E2F5 | MALAT1 | cisplatin | miR-1271-5p | ovarian cancer,,Yuqin,Wang
10.2147/IJN.S210548,31496686,PMC6689535,s3://pmc-oa-opendata/PMC6689535.1/PMC6689535.1.xml?md5=7eda848b160cf9e55db05cd425216c27,Int J Nanomedicine,research-article,Fabrication and characterization of glimepiride nanosuspension by ultrasonication-assisted precipitation for improvement of oral bioavailability and in vitro α-glucosidase inhibition,2019,boosted bioavailability | ﻿glimepiride nanosuspension | ﻿precipitation–ultrasonication approach,"Administration, Oral | Animals | Biological Availability | Calorimetry, Differential Scanning | Chemical Precipitation | Glycoside Hydrolase Inhibitors / pharmacology | Hypromellose Derivatives / chemistry | Nanoparticles / chemistry, ultrastructure | Particle Size | Rabbits | Solubility | Sulfonylurea Compounds / administration & dosage, chemistry, pharmacokinetics, pharmacology | Suspensions | Ultrasonics | X-Ray Diffraction | alpha-Glucosidases / metabolism",Haroon,Rahim
10.1002/mgg3.757,31207175,PMC6712722,s3://pmc-oa-opendata/PMC6712722.1/PMC6712722.1.xml?md5=5411a4b4ec6252fdc4286bd448b940f0,Mol Genet Genomic Med,research-article,Long non‐coding RNA NORAD promotes the occurrence and development of non‐small cell lung cancer by adsorbing MiR‐656‐3p,2019,AKT1 | NORAD | long non-coding RNA | miR-656-3p | non-small cell lung cancer,"A549 Cells | Carcinoma, Non-Small-Cell Lung / genetics | Cell Line, Tumor | Cell Movement | Cell Proliferation | Gene Expression Regulation, Neoplastic | Genetic Predisposition to Disease / genetics | Humans | Lung Neoplasms / genetics | MicroRNAs / genetics, metabolism | Proto-Oncogene Proteins c-akt / metabolism | RNA, Long Noncoding / genetics",Tianyu,Chen
10.1093/nar/gku1368,25578966,PMC4330351,s3://pmc-oa-opendata/PMC4330351.1/PMC4330351.1.xml?md5=33fe6029a4ab646a91e412e7dd7501c1,Nucleic Acids Res,research-article,DICER-dependent biogenesis of let-7 miRNAs affects human cell response to DNA damage via targeting p21/p27,2015,,"Cell Line, Transformed | Cyclin-Dependent Kinase Inhibitor p21 / metabolism | Cyclin-Dependent Kinase Inhibitor p27 / genetics | DEAD-box RNA Helicases / genetics, metabolism, physiology | DNA Damage | G1 Phase | Gene Knockdown Techniques | HeLa Cells | Humans | MicroRNAs / biosynthesis | Ribonuclease III / genetics, metabolism, physiology | S Phase",Bailong,Liu
10.1007/s13277-016-4892-6,27002617,PMC4999477,s3://pmc-oa-opendata/PMC4999477.1/PMC4999477.1.xml?md5=2bb3f6b3f49631897ba471dd134753d5,Tumour Biol,research-article,Long non-coding RNA TUSC7 acts a molecular sponge for miR-10a and suppresses EMT in hepatocellular carcinoma,2016,EMT | EphA4 | HCC | TUSC7 | miR-10a,"Adult | Aged | Blotting, Western | Carcinoma, Hepatocellular / genetics, mortality, pathology | Disease-Free Survival | Epithelial-Mesenchymal Transition / genetics | Female | Gene Expression Regulation, Neoplastic / genetics | Humans | Immunohistochemistry | Kaplan-Meier Estimate | Liver Neoplasms / genetics, mortality, pathology | Male | MicroRNAs / genetics | Middle Aged | Prognosis | Proportional Hazards Models | RNA, Long Noncoding / genetics | Real-Time Polymerase Chain Reaction | Receptor, EphA4 / biosynthesis, genetics | Transfection",Yufeng,Wang
10.1016/j.omtn.2018.06.011,30195794,PMC6077131,s3://pmc-oa-opendata/PMC6077131.1/PMC6077131.1.xml?md5=ac3afdc0fc5c31a73880618e55be2ff3,Mol Ther Nucleic Acids,research-article,A Novel Mechanism of Doxorubicin Resistance and Tumorigenesis Mediated by MicroRNA-501-5p-Suppressed BLID,2018,BLID | chemoresistance | doxorubicin | gastric cancer | microRNA-501-5p,,Yun-chao,Xu
10.2147/OTT.S236162,32158226,PMC6986254,s3://pmc-oa-opendata/PMC6986254.1/PMC6986254.1.xml?md5=9f0ab114eb66360237824610c160dbfb,Onco Targets Ther,research-article,Hsa_circ_RNA_0011780 Represses the Proliferation and Metastasis of Non-Small Cell Lung Cancer by Decreasing FBXW7 via Targeting miR-544a,2020,F-box and WD repeat domain containing 7 | hsa_circ_11780 | metastasis | miR-544a | non-small cell lung cancer | proliferation,,Yong,Liu
10.1042/BSR20193800,32010928,PMC7070146,s3://pmc-oa-opendata/PMC7070146.1/PMC7070146.1.xml?md5=3f5d9855be0ab9942ec3bf5dfa0c38b9,Biosci Rep,research-article,The mechanism of hsa-miR-424-5 combining PD-1 through mTORC signaling pathway to stimulate immune effect and participate in Type 1 diabetes,2020,hsa-miR-424-5p | immune effect | mTORC signaling pathway | mechanism | signal molecule | type 1 diabetes,"Animals | Cell Line | Diabetes Mellitus, Experimental / genetics, immunology, metabolism | Diabetes Mellitus, Type 1 / genetics, immunology, metabolism | Male | MicroRNAs / genetics, immunology, metabolism | Programmed Cell Death 1 Receptor / genetics, immunology, metabolism | Rats | Rats, Wistar | Signal Transduction / immunology | TOR Serine-Threonine Kinases / immunology, metabolism",Guofeng,Wang
10.1016/j.molcel.2014.05.030,24950377,PMC4076709,s3://pmc-oa-opendata/PMC4076709.1/PMC4076709.1.xml?md5=bc0c04b1a1e7579af460b92ab145b6ec,Mol Cell,research-article,PKA-mediated Phosphorylation of ATR Promotes Recruitment of XPA to UV-induced DNA Damage,2014,ataxia telangiectasia and Rad3-related | cAMP-dependent protein kinase A | melanocortin I receptor | melanoma | ultraviolet-radiation,"Animals | Ataxia Telangiectasia Mutated Proteins / chemistry, genetics | Cell Line, Tumor | Cyclic AMP-Dependent Protein Kinases / genetics | DNA Damage | DNA Repair / genetics | DNA-Binding Proteins / genetics | HEK293 Cells | Humans | MCF-7 Cells | Mice | Mice, Inbred C57BL | Mutagenesis / radiation effects | Phosphorylation / radiation effects | Pigmentation / genetics | Protein Processing, Post-Translational / genetics, radiation effects | RNA Interference | RNA, Small Interfering | Receptor, Melanocortin, Type 1 / genetics | Signal Transduction / genetics, radiation effects | Ultraviolet Rays | Xeroderma Pigmentosum Group A Protein / genetics, metabolism",Stuart G.,Jarrett
10.3892/or.2015.4051,26062664,PMC4487667,s3://pmc-oa-opendata/PMC4487667.1/PMC4487667.1.xml?md5=e4fcc0e012d69aa2f2b1c6a04f533993,Oncol Rep,research-article,MicroRNA-153 is a prognostic marker and inhibits cell migration and invasion by targeting SNAI1 in human pancreatic ductal adenocarcinoma,2015,microRNA-153 | PDAC | prognosis | SNAI1 | tumor metastasis,"Aged | Biomarkers, Tumor / genetics | Carcinoma, Pancreatic Ductal / genetics, pathology | Cell Line, Tumor | Down-Regulation | Female | Humans | Male | MicroRNAs / genetics | Middle Aged | Pancreatic Neoplasms / genetics, pathology | Prognosis | Promoter Regions, Genetic | Snail Family Transcription Factors | Survival Analysis | Transcription Factors / genetics",ZHENGHAI,BAI
10.1016/j.omtn.2019.12.028,32193152,PMC7078529,s3://pmc-oa-opendata/PMC7078529.1/PMC7078529.1.xml?md5=3848b43a5471100915a6c462710c95f5,Mol Ther Nucleic Acids,research-article,hsa_circ_001653 Implicates in the Development of Pancreatic Ductal Adenocarcinoma by Regulating MicroRNA-377-Mediated HOXC6 Axis,2020,HOXC6 | circular RNA | hsa_circ_001653 | microRNA-377 | pancreatic ductal adenocarcinoma,,Xiangliang,Zhang
10.1016/j.omtn.2017.12.022,29499953,PMC5862396,s3://pmc-oa-opendata/PMC5862396.1/PMC5862396.1.xml?md5=98c8557f9ba77f55cbc34a979c5a06ea,Mol Ther Nucleic Acids,research-article,MicroRNA-140 Inhibits the Epithelial-Mesenchymal Transition and Metastasis in Colorectal Cancer,2018,MicroRNA-140-5p | Smad3 | TGF-β signaling | colorectal cancer | epithelial-mesenchymal transition | metastasis,,Jiazhi,Li
10.1016/j.omtn.2020.05.032,32585630,PMC7321793,s3://pmc-oa-opendata/PMC7321793.1/PMC7321793.1.xml?md5=7ddbf03eacc5b20c09b15e38648d230f,Mol Ther Nucleic Acids,research-article,Long Noncoding RNA OIP5-AS1 Promotes the Progression of Liver Hepatocellular Carcinoma via Regulating the hsa-miR-26a-3p/EPHA2 Axis,2020,EPHA2 | LIHC | OIP5-AS1 | hsa-miR-26a-3p | prognosis,,Yu-Shui,Ma
10.1002/2211-5463.12139,28255535,PMC5324767,s3://pmc-oa-opendata/PMC5324767.1/PMC5324767.1.xml?md5=e89aeeb5a276f3bedfb7438b4ba16a83,FEBS Open Bio,research-article,Lymphocyte‐specific protein 1 inhibits the growth of hepatocellular carcinoma by suppressing ERK1/2 phosphorylation,2016,apoptosis | extracellular regulated protein kinase pathway | hepatocellular carcinoma | lymphocyte‐specific protein 1 | proliferation,,Hongyong,Zhang
10.1186/s12943-018-0845-6,30001707,PMC6043995,s3://pmc-oa-opendata/PMC6043995.1/PMC6043995.1.xml?md5=c996dd44edfbf47d2b3dc6903884fcab,Mol Cancer,research-article,LncRNA PVT1 triggers Cyto-protective autophagy and promotes pancreatic ductal adenocarcinoma development via the miR-20a-5p/ULK1 Axis,2018,Autophagy | Long non-coding RNA | PVT1 | Pancreatic ductal adenocarcinoma | ULK1 | miR-20a-5p,"Animals | Autophagy | Autophagy-Related Protein-1 Homolog / genetics, metabolism | Carcinoma, Pancreatic Ductal / genetics, metabolism, pathology | Cell Line, Tumor | Cell Proliferation | Female | Gene Expression Regulation, Neoplastic | Humans | Intracellular Signaling Peptides and Proteins / genetics, metabolism | Male | Mice | MicroRNAs / genetics | Neoplasm Transplantation | Pancreatic Neoplasms / genetics, metabolism, pathology | RNA, Long Noncoding / genetics",Fengting,Huang
10.2147/NDT.S260748,32801720,PMC7410492,s3://pmc-oa-opendata/PMC7410492.1/PMC7410492.1.xml?md5=7789d2929534776f15bb626df4ff8cf2,Neuropsychiatr Dis Treat,research-article,Protective Role of Astrocyte-Derived Exosomal microRNA-361 in Cerebral Ischemic-Reperfusion Injury by Regulating the AMPK/mTOR Signaling Pathway and Targeting CTSB,2020,AMPK/mTOR signaling pathway | astrocyte | cathepsin B | cerebral ischemic-reperfusion injury | exosome | microRNA-361,,Xiancong,Bu
10.1371/journal.pbio.1001040,21483722,PMC3071376,s3://pmc-oa-opendata/PMC3071376.1/PMC3071376.1.xml?md5=e5082688a7fe9de671999ccca668ca91,PLoS Biol,research-article,A Chaperonin Subunit with Unique Structures Is Essential for Folding of a Specific Substrate,2011,,"Amino Acid Sequence | Arabidopsis / metabolism | Chaperonin 60 / chemistry, genetics, metabolism | Chloroplasts / metabolism | Chromatography, Affinity | Gene Expression Regulation, Plant | Molecular Sequence Data | Mutation | Protein Folding | Reverse Transcriptase Polymerase Chain Reaction",Lianwei,Peng
10.1038/s41419-020-02793-3,32709922,PMC7381633,s3://pmc-oa-opendata/PMC7381633.1/PMC7381633.1.xml?md5=cabac5e1a856c32f3825feb647fdd23b,Cell Death Dis,research-article,RETRACTED ARTICLE: Upregulation of OSBPL3 by HIF1A promotes colorectal cancer progression through activation of RAS signaling pathway,2020,Colorectal cancer | Cell signalling,"Animals | Base Sequence | Cell Line, Tumor | Colorectal Neoplasms / genetics, pathology | Disease Progression | Fatty Acid-Binding Proteins / genetics, metabolism | Female | Gene Expression Regulation, Neoplastic | Gene Knockdown Techniques | Humans | Hypoxia-Inducible Factor 1, alpha Subunit / metabolism | Male | Mice, Inbred BALB C | Mice, Nude | Middle Aged | Models, Biological | Prognosis | Signal Transduction | Up-Regulation / genetics | ras Proteins / metabolism | Oxysterol Binding Proteins",Hong-li,Jiao
10.1093/jb/mvz016,30859186,PMC6607969,s3://pmc-oa-opendata/PMC6607969.1/PMC6607969.1.xml?md5=f5c77e53938e9511e95a33b0afdf8baa,J Biochem,research-article,Retracted: Phosphorylation of PDE4A5 by MAPKAPK2 attenuates fibrin degradation via p75 signalling,2019,PDE4A | cyclic-AMP | extracellular matrix | p75-NTR | phosphodiesterase,"Cyclic Nucleotide Phosphodiesterases, Type 4 / metabolism | Fibrin / metabolism | HEK293 Cells | Humans | Intracellular Signaling Peptides and Proteins / metabolism | Nerve Tissue Proteins / metabolism | Phosphorylation | Protein Serine-Threonine Kinases / metabolism | Receptors, Nerve Growth Factor / metabolism | Signal Transduction | MAP-Kinase-Activated Kinase 2",K F,Houslay
10.1038/s41419-018-1002-2,30206213,PMC6133942,s3://pmc-oa-opendata/PMC6133942.1/PMC6133942.1.xml?md5=152d7d753ddbc22b12238d25d5d5ce15,Cell Death Dis,research-article,RETRACTED ARTICLE: Identification of protein kinase inhibitors to reprogram breast cancer cells,2018,,"Adipocytes / cytology | Amides / pharmacology | Animals | Antineoplastic Agents / pharmacology | Breast Neoplasms / drug therapy, pathology | Cell Line, Tumor | Cell Proliferation / drug effects | Cellular Reprogramming / drug effects | Cellular Reprogramming Techniques / methods | Female | Humans | Mice | Mice, Inbred NOD | Mice, SCID | Pluripotent Stem Cells / cytology | Pyridines / pharmacology | Sirolimus / pharmacology | TOR Serine-Threonine Kinases / antagonists & inhibitors | Xenograft Model Antitumor Assays | rho-Associated Kinases / antagonists & inhibitors",Jie,Yuan
10.1016/j.jacbts.2019.10.006,32043021,PMC7000872,s3://pmc-oa-opendata/PMC7000872.1/PMC7000872.1.xml?md5=c15065ebad878c871277c205a3cf9f16,JACC Basic Transl Sci,research-article,Cardiac Expression of Factor X Mediates Cardiac Hypertrophy and Fibrosis in Pressure Overload,2020,"FXa, activated coagulation factor X | HF, heart failure | PAR, protease-activated receptor | PO, pressure-overload | PT, prothrombin time | TAC, transverse aortic constriction | aPTT, activated partial thromboplastin time | activated coagulation factor X | cardiac hypertrophy | coagulation | fibrosis | protease-activated receptors | rivaroxaban",,Xinji,Guo
10.1039/c8ra04876b,35548736,PMC9085497,s3://pmc-oa-opendata/PMC9085497.1/PMC9085497.1.xml?md5=47c775bd51e410004d6bfe7d743c48b0,RSC Adv,research-article,Down-regulated LncR-MALAT1 suppressed cell proliferation and migration by inactivating autophagy in bladder cancer,2018,,,Jiude,Qi
10.1039/C8RA06860G,35559288,PMC9091567,s3://pmc-oa-opendata/PMC9091567.1/PMC9091567.1.xml?md5=89b0bfeda2fdb9b1d3f0dcbcb12bb616,RSC Adv,research-article,Down-regulation of HOXB5 inhibits TGF-β-induced migration and invasion in hepatocellular carcinoma cells via inactivation of the PI3K/Akt pathway,2018,,,Jin-Ping,Sun
10.1039/d0ra00020e,35517205,PMC9053632,s3://pmc-oa-opendata/PMC9053632.1/PMC9053632.1.xml?md5=e438f3a304305dea8f27a6f2ced8a820,RSC Adv,research-article,The PI3K/Akt and NF-κB signaling pathways are involved in the protective effects of Lithocarpus polystachyus (sweet tea) on APAP-induced oxidative stress injury in mice,2020,,,Jia-yu,Yang
10.1016/j.ccr.2010.09.005,20951946,PMC3561766,s3://pmc-oa-opendata/PMC3561766.1/PMC3561766.1.xml?md5=74e9c6da160eb547eae8372deadb7a7d,Cancer Cell,research-article,"Down-regulation of p53-inducible microRNAs 192, 194 and 215 impairs the p53/MDM2 auto-regulatory loop in multiple myeloma development",2010,,"Animals | Cell Cycle / drug effects | Cell Line, Tumor | Cell Movement / drug effects | Cell Proliferation / drug effects | Chromosomes, Human, Pair 11 / genetics | DNA Methylation / drug effects, genetics | Down-Regulation / drug effects, genetics | Gene Expression Regulation, Neoplastic / drug effects | Homeostasis / drug effects, genetics | Humans | Insulin-Like Growth Factor I / metabolism | Mice | MicroRNAs / genetics | Models, Biological | Multiple Myeloma / genetics, pathology | Mutagens / toxicity | Neoplasm Invasiveness | Precancerous Conditions / genetics, pathology | Promoter Regions, Genetic / genetics | Proto-Oncogene Proteins c-mdm2 / genetics, metabolism | RNA, Messenger / genetics, metabolism | Receptor, IGF Type 1 / metabolism | Tumor Suppressor Protein p53 / metabolism",Flavia,Pichiorri
10.1111/jcmm.13557,29524303,PMC5980158,s3://pmc-oa-opendata/PMC5980158.1/PMC5980158.1.xml?md5=8cc8c284df98cfe52069d89c0586c4d0,J Cell Mol Med,research-article,Tanshinone IIA prevents left ventricular remodelling via the TLR4/MyD88/NF‐κB signalling pathway in rats with myocardial infarction,2018,myeloid differentiation factor 88 | myocardial infarction | nuclear factor-kappaB | tanshinone IIA | toll-like receptor 4 | ventricular remodelling,"Abietanes / administration & dosage | Animals | Apoptosis / drug effects | Disease Models, Animal | Gene Expression Regulation / drug effects | Humans | Macrophages / drug effects | Myeloid Differentiation Factor 88 / genetics | Myocardial Infarction / drug therapy, genetics | Myocytes, Cardiac / drug effects, metabolism | NF-kappa B / genetics | Rats | Signal Transduction / drug effects | Toll-Like Receptor 4 / genetics | Transcription Factor RelA / genetics | Ventricular Remodeling / drug effects, genetics",Dong‐Mei,Wu
10.1111/jcmm.13597,29536658,PMC5980153,s3://pmc-oa-opendata/PMC5980153.1/PMC5980153.1.xml?md5=1a8876afaa4d155e46a7cd038d2c3ea9,J Cell Mol Med,research-article,MicroRNA‐140‐5p elevates cerebral protection of dexmedetomidine against hypoxic–ischaemic brain damage via the Wnt/β‐catenin signalling pathway,2018,Wnt/β-catenin signalling pathway | Wnt1 | cerebral protection | dexmedetomidine | hypoxic-ischaemic brain damage | micriRNA-140-5p,"Animals | Animals, Newborn | Apoptosis / drug effects | Cell Proliferation / drug effects | Cerebral Cortex / drug effects, metabolism | Dexmedetomidine / administration & dosage | Gene Expression Regulation / drug effects | Humans | Hypoxia, Brain / drug therapy, genetics, pathology | Hypoxia-Ischemia, Brain / drug therapy, genetics, pathology | MicroRNAs / genetics | Neurons / drug effects, pathology | Rats | Wnt Signaling Pathway | Wnt1 Protein / genetics | beta Catenin / genetics",Xin‐Rui,Han
10.1177/1533034618756784,29466930,PMC5826012,s3://pmc-oa-opendata/PMC5826012.1/PMC5826012.1.xml?md5=63ab92c4ae92b5b62cd4dbff59fce60f,Technol Cancer Res Treat,research-article,"Mechanism of MicroRNA-708 Targeting BAMBI in Cell Proliferation, Migration, and Apoptosis in Mice With Melanoma via the Wnt and TGF-β Signaling Pathways",2018,BAMBI gene | TGF-β signaling pathway | Wnt signaling pathway | apoptosis | melanoma | miRNA-708 | migration | proliferation,"Animals | Apoptosis | Biomarkers | Cell Cycle / genetics | Cell Line | Cell Line, Tumor | Cell Movement | Cell Proliferation | Disease Models, Animal | Gene Expression Regulation, Neoplastic | Genes, Reporter | Humans | Immunohistochemistry | Male | Melanoma / genetics, metabolism, pathology | Membrane Proteins / genetics | Mice | MicroRNAs / genetics | RNA Interference | Transforming Growth Factor beta / metabolism | Wnt Signaling Pathway | Xenograft Model Antitumor Assays",Hong-Jie,Lu
10.1039/c8ra01200h,35539662,PMC9080600,s3://pmc-oa-opendata/PMC9080600.1/PMC9080600.1.xml?md5=17713abf32a95e4bbbc45e5df5cf1ead,RSC Adv,research-article,MiR-320d suppresses the progression of breast cancer via lncRNA HNF1A-AS1 regulation and SOX4 inhibition,2018,,,Shuai,Shi
10.2147/OTT.S332998,35046665,PMC8763260,s3://pmc-oa-opendata/PMC8763260.1/PMC8763260.1.xml?md5=aab3201407f35e3bf31056f5e39cb72e,Onco Targets Ther,research-article,Efficacy and Safety of Gefitinib Plus Pemetrexed/Platinum in Advanced EGFR-Mutated Lung Adenocarcinoma Patients: A Real-World Observational Study,2022,advanced lung adenocarcinoma | efficacy | gefitinib | pemetrexed/platinum | safety,,Rui,Wang
10.1038/s41467-020-17310-5,32669568,PMC7363810,s3://pmc-oa-opendata/PMC7363810.1/PMC7363810.1.xml?md5=55388c19f65861352a4457cdfe5ddde7,Nat Commun,research-article,RETRACTED ARTICLE: Ornithine-A urea cycle metabolite enhances autophagy and controls Mycobacterium tuberculosis infection,2020,Autophagy | Tuberculosis | Monocytes and macrophages | Metabolism,"Ammonia / chemistry | Animals | Apoptosis | Arginase / chemistry | Atropine / pharmacology | Autophagy / drug effects | Cell Proliferation | Disease Progression | Female | Imidazoles / pharmacology | Kupffer Cells / drug effects, microbiology | Macrophages, Alveolar / drug effects, microbiology | Macrophages, Peritoneal / drug effects, microbiology | Mice | Mice, Inbred C57BL | Nitric Oxide / chemistry | Ornithine / pharmacology | Phosphatidylserines / chemistry | RNA, Small Interfering / metabolism | Reactive Oxygen Species / chemistry | Tuberculosis / drug therapy | Urea / chemistry",Ramya,Sivangala Thandi
10.1371/journal.pone.001033,20454457,PMC2861599,s3://pmc-oa-opendata/PMC2861599.1/PMC2861599.1.xml?md5=d2896ed01327a7fea48ccfb6c419fdd9,PLoS One,research-article,"HOXB13, a Target of DNMT3B, Is Methylated at an Upstream CpG Island, and Functions as a Tumor Suppressor in Primary Colorectal Tumors",2010,,"Animals | Biomarkers, Tumor | Cell Line, Tumor | Colorectal Neoplasms / genetics, pathology | CpG Islands / genetics | DNA (Cytosine-5-)-Methyltransferases / metabolism | DNA Methylation | Gene Expression Regulation, Neoplastic | Genes, Tumor Suppressor | Homeodomain Proteins / genetics | Humans | Mice | Mice, Nude | Microarray Analysis | Transcription Factors | DNA Methyltransferase 3B",Kalpana,Ghoshal
10.1016/j.omtn.2021.02.020,33898106,PMC8059086,s3://pmc-oa-opendata/PMC8059086.1/PMC8059086.1.xml?md5=6828e94a3e9c02db8ac19ed027754eed,Mol Ther Nucleic Acids,research-article,MTTL3 upregulates microRNA-1246 to promote occurrence and progression of NSCLC via targeting paternally expressed gene 3,2021,m6A methyltransferase-like 3 | m6A modification | microRNA-1246 | non-small cell lung cancer | paternally expressed gene 3 | tumorigenesis,,Shaohong,Huang
10.2147/TCRM.S15812,21206758,PMC3012448,s3://pmc-oa-opendata/PMC3012448.1/PMC3012448.1.xml?md5=0df6783489000e4b6de0665ad806acb6,Ther Clin Risk Manag,research-article,Experience with alendronate treatment for four years among Japanese men with osteoporosis or osteopenia and clinical risk factors for fractures,2010,alendronate | bone mineral density | fracture risk | men | osteopenia | osteoporosis,,Jun,Iwamoto
10.1038/s41598-021-85097-6,33707587,PMC7952414,s3://pmc-oa-opendata/PMC7952414.1/PMC7952414.1.xml?md5=df7190633d67e66f6697d67d4de25097,Sci Rep,research-article,RETRACTED ARTICLE: MicroRNA-205-5p inhibits skin cancer cell proliferation and increase drug sensitivity by targeting TNFAIP8,2021,Cancer | Cell biology,"3' Untranslated Regions / genetics | Antineoplastic Agents / pharmacology | Apoptosis Regulatory Proteins / genetics, metabolism | Autophagy / genetics | Base Sequence | Cell Line, Tumor | Cell Movement / genetics | Cell Proliferation / drug effects, genetics | Cell Survival / genetics | Gene Expression Regulation, Neoplastic | Humans | MicroRNAs / genetics, metabolism | Skin Neoplasms / genetics, pathology | Tumor Necrosis Factor-alpha / metabolism | Tumor Stem Cell Assay | Up-Regulation / genetics | Vemurafenib / pharmacology",Xinhong,Ge
10.18632/oncotarget.22151,29245973,PMC5725015,s3://pmc-oa-opendata/PMC5725015.1/PMC5725015.1.xml?md5=2b4ab090c5966b1296872fa883db6017,Oncotarget,research-article,MicroRNA-433 inhibits oral squamous cell carcinoma cells by targeting FAK,2017,ERK | FAK | SCC-9 cell | microRNA-433 | oral squamous cell carcinoma,,Yong-Jian,Wang
10.1016/j.jaci.2019.11.041,31837371,PMC7214202,s3://pmc-oa-opendata/PMC7214202.1/PMC7214202.1.xml?md5=e1e5bdc78930b7848982ffbffb9cd415,J Allergy Clin Immunol,research-article,Non-canonical autophagy in dermal dendritic cells mediates immunosuppressive effects of UV exposure,2019,Autophagy | LAP | Rubicon | antigen presentation | contact hypersensitivity | dendritic cells | efferocytosis | inflammation,"Animals | Autophagy | Autophagy-Related Proteins / genetics, immunology | Dendritic Cells / immunology | Dermatitis, Contact / immunology | Female | Immune Tolerance | Mice, Transgenic | Phagocytosis | Radiation Exposure | Skin / cytology, immunology | Ultraviolet Rays",Payel,Sil
